_trade_data_id,address,area,build-year,floor,Y,X,main-num,name,price,sub-num,day,trade-type,year-and-month
243885,경상남도 사천시 한내3길 147,80.8496,2021,5,34.9417961,128.077739,423,가온에스펄,26000,0,1,직거래,202211
258257,경상남도 사천시 한내3길 147,84.5831,2021,9,34.9417961,128.077739,423,가온에스펄,27950,0,9,직거래,202212
258258,경상남도 사천시 한내3길 147,84.6702,2021,8,34.9417961,128.077739,423,가온에스펄,28000,0,29,직거래,202212
258259,경상남도 사천시 한내3길 147,84.6702,2021,8,34.9417961,128.077739,423,가온에스펄,28000,0,29,직거래,202212
263872,전라남도 광양시 중마용소1길 5,49.98,1994,8,34.9416676,127.6860041,1376,중마시영,5300,0,6,직거래,202212
264072,전라남도 순천시 안산길 5,59.9191,2000,6,34.9403741,127.5284888,1626,호반리젠시빌1,14000,1,6,중개거래,202212
264073,전라남도 순천시 안산길 5,36.066,2000,11,34.9403741,127.5284888,1626,호반리젠시빌1,7000,1,22,중개거래,202212
263779,전라남도 광양시 눈소4길 65,84.984,2012,4,34.9399125,127.7088357,1161,광양중마우림필유,19000,0,13,중개거래,202212
263780,전라남도 광양시 눈소4길 65,84.984,2012,7,34.9399125,127.7088357,1161,광양중마우림필유,19700,0,20,중개거래,202212
264105,전라남도 순천시 하풍1길 13,17.1756,2016,5,34.9398832,127.5070133,276,순천리가안,6300,3,28,직거래,202212
264051,전라남도 순천시 남정5길 33,83.885,1991,10,34.9398392,127.4855243,335,현대,12500,0,14,직거래,202212
263773,전라남도 광양시 금호로 135,68.4,1993,2,34.9392681,127.7184496,826,송죽(826-0),7300,0,20,중개거래,202212
263866,전라남도 광양시 시청로 62,84.973,2016,25,34.9392122,127.6988982,1309,이편한세상광양,25500,1,28,중개거래,202212
264113,전라남도 순천시 해룡면 좌야로 159-14,59.7108,2019,23,34.9391079,127.5439204,1965,중흥에듀힐스9단지,25300,0,2,중개거래,202212
264114,전라남도 순천시 해룡면 좌야로 159-14,59.7108,2019,14,34.9391079,127.5439204,1965,중흥에듀힐스9단지,24000,0,2,직거래,202212
264115,전라남도 순천시 해룡면 좌야로 159-14,59.7108,2019,24,34.9391079,127.5439204,1965,중흥에듀힐스9단지,29000,0,7,중개거래,202212
263774,전라남도 광양시 폭포사랑길 90,52.19,1986,3,34.9389072,127.734357,720,장미아파트(20동~26동),4400,0,6,중개거래,202212
263775,전라남도 광양시 폭포사랑길 90,52.19,1986,3,34.9389072,127.734357,720,장미아파트(20동~26동),5300,0,16,중개거래,202212
263784,전라남도 광양시 중마1길 21,84.9932,2017,3,34.9382988,127.6870678,1912,광양중마2차진아리채,21000,0,8,중개거래,202212
264139,전라남도 순천시 해룡면 신대로 147,84.9922,2018,22,34.9380711,127.5487319,1969,중흥에코시티8단지,39000,0,6,직거래,202212
264140,전라남도 순천시 해룡면 신대로 147,84.9969,2018,29,34.9380711,127.5487319,1969,중흥에코시티8단지,45000,0,14,직거래,202212
264141,전라남도 순천시 해룡면 신대로 147,84.9922,2018,11,34.9380711,127.5487319,1969,중흥에코시티8단지,40500,0,20,중개거래,202212
264142,전라남도 순천시 해룡면 신대로 147,84.9922,2018,20,34.9380711,127.5487319,1969,중흥에코시티8단지,50000,0,22,직거래,202212
243913,경상남도 사천시 한내3길 47,70.1584,2020,14,34.937587,128.0764981,415,한솔그린아파트,15433,2,18,중개거래,202211
243914,경상남도 사천시 한내3길 47,59.9709,2020,6,34.937587,128.0764981,415,한솔그린아파트,10900,2,24,직거래,202211
243915,경상남도 사천시 한내3길 47,70.1584,2020,10,34.937587,128.0764981,415,한솔그린아파트,13200,2,24,직거래,202211
243916,경상남도 사천시 한내3길 47,59.9709,2020,9,34.937587,128.0764981,415,한솔그린아파트,11200,2,24,직거래,202211
243917,경상남도 사천시 한내3길 47,59.9709,2020,10,34.937587,128.0764981,415,한솔그린아파트,11200,2,24,직거래,202211
243918,경상남도 사천시 한내3길 47,59.9709,2020,15,34.937587,128.0764981,415,한솔그린아파트,11200,2,24,직거래,202211
243919,경상남도 사천시 한내3길 47,59.9709,2020,7,34.937587,128.0764981,415,한솔그린아파트,11210,2,29,직거래,202211
258278,경상남도 사천시 한내3길 47,70.1584,2020,5,34.937587,128.0764981,415,한솔그린아파트,15200,2,14,직거래,202212
264137,전라남도 순천시 해룡면 좌야로 150,59.707,2018,3,34.9369079,127.5462205,1970,중흥에코시티7단지,23500,0,5,중개거래,202212
264138,전라남도 순천시 해룡면 좌야로 150,59.707,2018,4,34.9369079,127.5462205,1970,중흥에코시티7단지,27000,0,5,직거래,202212
264067,전라남도 순천시 안산길 50,84.9159,2004,1,34.9367635,127.5272725,89,코아루,17000,28,7,중개거래,202212
264068,전라남도 순천시 안산길 50,84.9159,2004,8,34.9367635,127.5272725,89,코아루,17500,28,19,중개거래,202212
243967,경상남도 사천시 숲뫼1길 55,55.41,1988,3,34.9366334,128.0869186,922,대도,3300,3,15,직거래,202211
243888,경상남도 사천시 문선3길 51,63.61,1987,2,34.936151,128.0806346,476,삼우아파트,8000,1,24,직거래,202211
264074,전라남도 순천시 지현길 17,49.9938,2015,5,34.9359196,127.490223,1086,해광샹그릴라,15000,0,5,직거래,202212
264133,전라남도 순천시 해룡면 좌야로 135,59.9431,2015,14,34.9354035,127.5440942,1968,중흥에스-클래스6단지메가타운,21800,0,1,중개거래,202212
264134,전라남도 순천시 해룡면 좌야로 135,74.9532,2015,22,34.9354035,127.5440942,1968,중흥에스-클래스6단지메가타운,27700,0,3,중개거래,202212
264135,전라남도 순천시 해룡면 좌야로 135,59.9431,2015,22,34.9354035,127.5440942,1968,중흥에스-클래스6단지메가타운,23000,0,8,직거래,202212
264136,전라남도 순천시 해룡면 좌야로 135,84.9888,2015,11,34.9354035,127.5440942,1968,중흥에스-클래스6단지메가타운,32800,0,13,중개거래,202212
