trade_data_id,area,build-year,day,floor,main-num,name,price,road-name,si-gun-gu,sub-num,trade-type,year-and-month
170052,43.38,1997,11,9,202,송정한신,16000,경강로2539번길 8,강원도 강릉시 견소동,0,중개거래,202207
170053,59.8,1997,14,12,202,송정한신,22900,경강로2539번길 8,강원도 강릉시 견소동,0,중개거래,202207
170054,84.99,2005,19,3,289,송정해변신도브래뉴아파트,33500,경강로2539번길 22,강원도 강릉시 견소동,0,중개거래,202207
170055,84.99,2005,30,10,289,송정해변신도브래뉴아파트,36000,경강로2539번길 22,강원도 강릉시 견소동,0,직거래,202207
170056,84.97,1999,6,14,1767,교동2현대,46700,교동광장로 138-15,강원도 강릉시 교동,0,중개거래,202207
170057,59.74,2002,2,11,1766,교동3주공,32000,교동광장로 138-12,강원도 강릉시 교동,0,중개거래,202207
170058,59.74,2002,29,15,1766,교동3주공,32450,교동광장로 138-12,강원도 강릉시 교동,0,중개거래,202207
170059,123.7566,2006,18,4,357,교동이-편한세상,55500,종합운동장길 92,강원도 강릉시 교동,0,중개거래,202207
170060,84.93,2001,12,5,1780,부영3차,35000,하슬라로 124,강원도 강릉시 교동,0,직거래,202207
170061,84.93,2001,26,5,1780,부영3차,28000,하슬라로 124,강원도 강릉시 교동,0,직거래,202207
170062,84.93,2001,2,5,1762,부영5,42500,교동광장로 163,강원도 강릉시 교동,0,중개거래,202207
170063,84.9763,2003,28,9,1775,부영6,44000,정원로 53-9,강원도 강릉시 교동,0,중개거래,202207
170064,60.43,1979,7,4,175,오뚜기,8500,율곡로2874번길 5,강원도 강릉시 교동,1,중개거래,202207
170065,41.18,1988,2,4,616,강부2,6750,관대길 63,강원도 강릉시 내곡동,0,중개거래,202207
170066,24.795,1988,15,3,616,강부2,4450,관대길 63,강원도 강릉시 내곡동,0,중개거래,202207
170067,24.795,1988,15,3,616,강부2,4450,관대길 63,강원도 강릉시 내곡동,0,중개거래,202207
170068,24.795,1988,30,4,616,강부2,5200,관대길 63,강원도 강릉시 내곡동,0,중개거래,202207
170069,49.94,1992,5,1,75,관동2,7900,남산초교길12번길 11,강원도 강릉시 내곡동,1,중개거래,202207
170070,58.74,1993,23,3,127,남산삼익,15000,남부로125번길 37,강원도 강릉시 내곡동,0,중개거래,202207
170071,59.84,1998,7,2,469,내곡동현대,21200,범일로 645,강원도 강릉시 내곡동,0,중개거래,202207
170072,39.3,1990,7,4,75,내곡시영,6300,남산초교길 22,강원도 강릉시 내곡동,4,직거래,202207
170073,59.97,1997,27,5,476,내곡한라,18000,강변로 114,강원도 강릉시 내곡동,0,중개거래,202207
170074,49.967,2022,26,19,758,벽산블루밍더베스트아파트,19000,범일로579번길 29-6,강원도 강릉시 내곡동,0,직거래,202207
170075,129.41,1993,16,7,136,삼익타워맨션,26000,남산초교길 65,강원도 강릉시 내곡동,0,중개거래,202207
170076,39.762,2000,29,13,605,노암3한라,13000,남부로125번길 7,강원도 강릉시 노암동,0,중개거래,202207
170077,74.64,2000,29,4,605,노암3한라,24000,남부로125번길 7,강원도 강릉시 노암동,0,중개거래,202207
170078,84.93,1992,6,1,319,노암대목,12300,노암길41번길 7,강원도 강릉시 노암동,0,중개거래,202207
170079,84.954,1998,3,2,711,신화,25400,강변로 270,강원도 강릉시 노암동,0,중개거래,202207
170080,84.954,1998,9,5,711,신화,24800,강변로 270,강원도 강릉시 노암동,0,중개거래,202207
170081,44.64,1998,18,4,711,신화,15800,강변로 270,강원도 강릉시 노암동,0,중개거래,202207
170082,84.954,1998,24,2,711,신화,25000,강변로 270,강원도 강릉시 노암동,0,중개거래,202207
170083,49.92,1996,6,2,679,영진3,7500,임영로26번길 10,강원도 강릉시 노암동,1,직거래,202207
170084,84.9522,2020,25,4,1065,강릉송정신원아침도시,45000,경강로 2498,강원도 강릉시 송정동,0,중개거래,202207
170085,84.961,2019,8,18,1063,강릉송정한신더휴,57000,경강로 2448,강원도 강릉시 송정동,0,중개거래,202207
170086,84.961,2019,8,18,1063,강릉송정한신더휴,57000,경강로 2448,강원도 강릉시 송정동,0,중개거래,202207
170087,124.837,2007,8,4,1061,경포대신도브래뉴로얄카운티,61500,해안로 93-8,강원도 강릉시 송정동,0,중개거래,202207
170088,84.97,1991,14,5,940,고려2,20500,남강초교2길 43,강원도 강릉시 송정동,3,중개거래,202207
170089,84.99,1991,12,7,940,대림맨션,27900,남강초교2길 44,강원도 강릉시 송정동,23,중개거래,202207
170090,72.86,1992,15,7,940,삼우은성,20500,남강초교1길 55,강원도 강릉시 송정동,0,중개거래,202207
170091,75.98,2019,5,16,1064,송정아이파크,54000,경강로 2511,강원도 강릉시 송정동,0,중개거래,202207
170092,43.2,1999,4,7,305,삼우그린,8700,연주로 132,강원도 강릉시 연곡면 영진리,2,중개거래,202207
170093,30.24,1999,5,13,305,삼우그린,7000,연주로 132,강원도 강릉시 연곡면 영진리,2,중개거래,202207
170094,29.9674,2019,2,17,381,영진코아루비치테라스,16000,홍질목길 12,강원도 강릉시 연곡면 영진리,0,중개거래,202207
170095,20.7527,2019,5,8,381,영진코아루비치테라스,10400,홍질목길 12,강원도 강릉시 연곡면 영진리,0,중개거래,202207
170096,29.9674,2019,7,9,381,영진코아루비치테라스,13000,홍질목길 12,강원도 강릉시 연곡면 영진리,0,직거래,202207
170097,25.4052,2019,7,15,381,영진코아루비치테라스,12000,홍질목길 12,강원도 강릉시 연곡면 영진리,0,직거래,202207
170098,74.88,2018,18,6,778,엘에이치선수촌8단지,51000,선수촌로 113,강원도 강릉시 유천동,0,중개거래,202207
170099,47.37,1993,18,4,501,강동3,6800,강변로410번길 35,강원도 강릉시 입암동,0,중개거래,202207
170100,74.76,2014,8,2,711,강릉더샵,35500,입암로29번길 11,강원도 강릉시 입암동,0,중개거래,202207
170101,84.93,2014,11,9,711,강릉더샵,44000,입암로29번길 11,강원도 강릉시 입암동,0,중개거래,202207
170102,84.77,2007,5,6,321,강릉입암동금호어울림,37000,성덕로 328-15,강원도 강릉시 입암동,0,중개거래,202207
170103,84.77,2007,16,12,321,강릉입암동금호어울림,39000,성덕로 328-15,강원도 강릉시 입암동,0,중개거래,202207
170104,84.77,2007,16,12,321,강릉입암동금호어울림,39000,성덕로 328-15,강원도 강릉시 입암동,0,중개거래,202207
170105,157.22,2007,21,7,321,강릉입암동금호어울림,55000,성덕로 328-15,강원도 강릉시 입암동,0,직거래,202207
170106,59.685,1993,1,10,506,대인3,12700,강변로410번길 27,강원도 강릉시 입암동,9,중개거래,202207
170107,59.85,2000,1,5,543,에버그린,15500,강변로440번길 30,강원도 강릉시 입암동,3,중개거래,202207
170108,59.85,2000,7,9,543,에버그린,16000,강변로440번길 30,강원도 강릉시 입암동,3,중개거래,202207
170109,39.85,2001,6,1,90,은하,6000,월대산로 45,강원도 강릉시 입암동,5,직거래,202207
