id,address,legal_code
1260,인천광역시 강화군 화도면 덕포리,2871034024
1261,인천광역시 강화군 화도면 사기리,2871034025
1262,인천광역시 강화군 화도면 동막리,2871034026
1263,인천광역시 강화군 화도면 흥왕리,2871034027
1264,인천광역시 강화군 화도면 여차리,2871034028
1265,인천광역시 강화군 화도면 장화리,2871034029
1266,인천광역시 강화군 양도면,2871035000
1267,인천광역시 강화군 양도면 하일리,2871035021
1268,인천광역시 강화군 양도면 능내리,2871035022
1269,인천광역시 강화군 양도면 건평리,2871035023
1270,인천광역시 강화군 양도면 인산리,2871035024
1271,인천광역시 강화군 양도면 삼흥리,2871035025
1272,인천광역시 강화군 양도면 길정리,2871035026
1273,인천광역시 강화군 양도면 도장리,2871035027
1274,인천광역시 강화군 양도면 조산리,2871035028
1275,인천광역시 강화군 내가면,2871036000
1276,인천광역시 강화군 내가면 고천리,2871036021
1277,인천광역시 강화군 내가면 오상리,2871036022
1278,인천광역시 강화군 내가면 외포리,2871036023
1279,인천광역시 강화군 내가면 황청리,2871036024
1280,인천광역시 강화군 내가면 구하리,2871036025
1281,인천광역시 강화군 하점면,2871037000
1282,인천광역시 강화군 하점면 신봉리,2871037021
1283,인천광역시 강화군 하점면 장정리,2871037022
1284,인천광역시 강화군 하점면 부근리,2871037023
1285,인천광역시 강화군 하점면 삼거리,2871037024
1286,인천광역시 강화군 하점면 신삼리,2871037025
1287,인천광역시 강화군 하점면 망월리,2871037026
1288,인천광역시 강화군 하점면 창후리,2871037027
1289,인천광역시 강화군 하점면 이강리,2871037028
1290,인천광역시 강화군 양사면,2871038000
1291,인천광역시 강화군 양사면 철산리,2871038021
1292,인천광역시 강화군 양사면 덕하리,2871038022
1293,인천광역시 강화군 양사면 북성리,2871038023
1294,인천광역시 강화군 양사면 교산리,2871038024
1295,인천광역시 강화군 양사면 인화리,2871038025
1296,인천광역시 강화군 송해면,2871039000
1297,인천광역시 강화군 송해면 솔정리,2871039021
1298,인천광역시 강화군 송해면 신당리,2871039022
1299,인천광역시 강화군 송해면 숭뢰리,2871039023
1300,인천광역시 강화군 송해면 당산리,2871039024
1301,인천광역시 강화군 송해면 상도리,2871039025
1302,인천광역시 강화군 송해면 하도리,2871039026
1303,인천광역시 강화군 송해면 양오리,2871039027
1304,인천광역시 강화군 교동면,2871040000
1305,인천광역시 강화군 교동면 대룡리,2871040021
1306,인천광역시 강화군 교동면 읍내리,2871040022
1307,인천광역시 강화군 교동면 상용리,2871040023
1308,인천광역시 강화군 교동면 봉소리,2871040024
1309,인천광역시 강화군 교동면 고구리,2871040025
1310,인천광역시 강화군 교동면 삼선리,2871040026
1311,인천광역시 강화군 교동면 인사리,2871040027
1312,인천광역시 강화군 교동면 난정리,2871040028
1313,인천광역시 강화군 교동면 양갑리,2871040029
1314,인천광역시 강화군 교동면 동산리,2871040030
1315,인천광역시 강화군 교동면 서한리,2871040031
1316,인천광역시 강화군 교동면 무학리,2871040032
1317,인천광역시 강화군 교동면 지석리,2871040033
1318,인천광역시 강화군 삼산면,2871041000
1319,인천광역시 강화군 삼산면 석모리,2871041021
1320,인천광역시 강화군 삼산면 상리,2871041022
1321,인천광역시 강화군 삼산면 하리,2871041023
1322,인천광역시 강화군 삼산면 석포리,2871041024
1323,인천광역시 강화군 삼산면 매음리,2871041025
1324,인천광역시 강화군 삼산면 서검리,2871041026
1325,인천광역시 강화군 삼산면 미법리,2871041027
1326,인천광역시 강화군 서도면,2871042000
1327,인천광역시 강화군 서도면 주문도리,2871042021
1328,인천광역시 강화군 서도면 아차도리,2871042022
1329,인천광역시 강화군 서도면 말도리,2871042023
1330,인천광역시 강화군 서도면 볼음도리,2871042024
1331,인천광역시 옹진군,2872000000
1332,인천광역시 옹진군 북도면,2872031000
1333,인천광역시 옹진군 북도면 시도리,2872031021
1334,인천광역시 옹진군 북도면 신도리,2872031022
1335,인천광역시 옹진군 북도면 모도리,2872031023
1336,인천광역시 옹진군 북도면 장봉리,2872031024
1337,인천광역시 옹진군 백령면,2872033000
1338,인천광역시 옹진군 백령면 진촌리,2872033021
1339,인천광역시 옹진군 백령면 북포리,2872033022
1340,인천광역시 옹진군 백령면 가을리,2872033023
1341,인천광역시 옹진군 백령면 연화리,2872033024
1342,인천광역시 옹진군 백령면 남포리,2872033025
1343,인천광역시 옹진군 대청면,2872034000
1344,인천광역시 옹진군 대청면 대청리,2872034021
1345,인천광역시 옹진군 대청면 소청리,2872034022
1346,인천광역시 옹진군 덕적면,2872035000
1347,인천광역시 옹진군 덕적면 북리,2872035021
1348,인천광역시 옹진군 덕적면 진리,2872035022
1349,인천광역시 옹진군 덕적면 서포리,2872035023
1350,인천광역시 옹진군 덕적면 소야리,2872035024
1351,인천광역시 옹진군 덕적면 울도리,2872035025
1352,인천광역시 옹진군 덕적면 백아리,2872035026
1353,인천광역시 옹진군 덕적면 문갑리,2872035027
1354,인천광역시 옹진군 덕적면 굴업리,2872035028
1355,인천광역시 옹진군 영흥면,2872036000
1356,인천광역시 옹진군 영흥면 외리,2872036021
1357,인천광역시 옹진군 영흥면 내리,2872036022
1358,인천광역시 옹진군 영흥면 선재리,2872036023
1359,인천광역시 옹진군 자월면,2872037000
1360,인천광역시 옹진군 자월면 자월리,2872037021
1361,인천광역시 옹진군 자월면 이작리,2872037022
1362,인천광역시 옹진군 자월면 승봉리,2872037023
1363,인천광역시 옹진군 연평면,2872038000
1364,인천광역시 옹진군 연평면 연평리,2872038021
1365,광주광역시,2900000000
1366,광주광역시 동구,2911000000
1367,광주광역시 동구 대인동,2911010100
1368,광주광역시 동구 금남로5가,2911010200
1369,광주광역시 동구 충장로5가,2911010300
1370,광주광역시 동구 수기동,2911010400
1371,광주광역시 동구 대의동,2911010500
1372,광주광역시 동구 궁동,2911010600
1373,광주광역시 동구 장동,2911010700
1374,광주광역시 동구 동명동,2911010800
1375,광주광역시 동구 계림동,2911010900
1376,광주광역시 동구 산수동,2911011000
1377,광주광역시 동구 지산동,2911011100
1378,광주광역시 동구 남동,2911011200
1379,광주광역시 동구 광산동,2911011300
1380,광주광역시 동구 금동,2911011400
1381,광주광역시 동구 호남동,2911011500
1382,광주광역시 동구 불로동,2911011600
1383,광주광역시 동구 황금동,2911011700
1384,광주광역시 동구 서석동,2911011800
1385,광주광역시 동구 소태동,2911011900
1386,광주광역시 동구 용연동,2911012000
1387,광주광역시 동구 운림동,2911012100
1388,광주광역시 동구 학동,2911012200
1389,광주광역시 동구 월남동,2911012300
1390,광주광역시 동구 선교동,2911012400
1391,광주광역시 동구 내남동,2911012500
1392,광주광역시 동구 용산동,2911012600
1393,광주광역시 동구 충장로1가,2911012700
1394,광주광역시 동구 충장로2가,2911012800
1395,광주광역시 동구 충장로3가,2911012900
1396,광주광역시 동구 충장로4가,2911013000
1397,광주광역시 동구 금남로1가,2911013100
1398,광주광역시 동구 금남로2가,2911013200
1399,광주광역시 동구 금남로3가,2911013300
1400,광주광역시 동구 금남로4가,2911013400
1401,광주광역시 서구,2914000000
1402,광주광역시 서구 양동,2914010400
1403,광주광역시 서구 농성동,2914010600
1404,광주광역시 서구 광천동,2914011500
1405,광주광역시 서구 유촌동,2914011600
1406,광주광역시 서구 덕흥동,2914011700
1407,광주광역시 서구 쌍촌동,2914011800
1408,광주광역시 서구 화정동,2914011900
1409,광주광역시 서구 치평동,2914012000
1410,광주광역시 서구 내방동,2914012100
1411,광주광역시 서구 서창동,2914012500
1412,광주광역시 서구 세하동,2914012600
1413,광주광역시 서구 용두동,2914012700
1414,광주광역시 서구 풍암동,2914012800
1415,광주광역시 서구 벽진동,2914012900
1416,광주광역시 서구 금호동,2914013000
1417,광주광역시 서구 마륵동,2914013100
1418,광주광역시 서구 매월동,2914013200
1419,광주광역시 서구 동천동,2914013300
1420,광주광역시 남구,2915500000
1421,광주광역시 남구 사동,2915510100
1422,광주광역시 남구 구동,2915510200
1423,광주광역시 남구 서동,2915510300
1424,광주광역시 남구 월산동,2915510400
1425,광주광역시 남구 백운동,2915510500
1426,광주광역시 남구 주월동,2915510600
1427,광주광역시 남구 노대동,2915510700
1428,광주광역시 남구 진월동,2915510800
1429,광주광역시 남구 덕남동,2915510900
1430,광주광역시 남구 행암동,2915511000
1431,광주광역시 남구 임암동,2915511100
1432,광주광역시 남구 송하동,2915511200
1433,광주광역시 남구 양림동,2915511300
1434,광주광역시 남구 방림동,2915511400
1435,광주광역시 남구 봉선동,2915511500
1436,광주광역시 남구 구소동,2915511600
1437,광주광역시 남구 양촌동,2915511700
1438,광주광역시 남구 도금동,2915511800
1439,광주광역시 남구 승촌동,2915511900
1440,광주광역시 남구 지석동,2915512000
1441,광주광역시 남구 압촌동,2915512100
1442,광주광역시 남구 화장동,2915512200
1443,광주광역시 남구 칠석동,2915512300
1444,광주광역시 남구 석정동,2915512400
1445,광주광역시 남구 신장동,2915512500
1446,광주광역시 남구 양과동,2915512600
1447,광주광역시 남구 이장동,2915512700
1448,광주광역시 남구 대지동,2915512800
1449,광주광역시 남구 원산동,2915512900
1450,광주광역시 남구 월성동,2915513000
1451,광주광역시 북구,2917000000
1452,광주광역시 북구 중흥동,2917010100
1453,광주광역시 북구 유동,2917010200
1454,광주광역시 북구 누문동,2917010300
1455,광주광역시 북구 북동,2917010400
1456,광주광역시 북구 임동,2917010500
1457,광주광역시 북구 신안동,2917010600
1458,광주광역시 북구 용봉동,2917010700
1459,광주광역시 북구 동림동,2917010800
1460,광주광역시 북구 운암동,2917010900
1461,광주광역시 북구 우산동,2917011000
1462,광주광역시 북구 풍향동,2917011100
1463,광주광역시 북구 문흥동,2917011200
1464,광주광역시 북구 각화동,2917011300
1465,광주광역시 북구 두암동,2917011400
1466,광주광역시 북구 오치동,2917011500
1467,광주광역시 북구 삼각동,2917011600
1468,광주광역시 북구 매곡동,2917011700
1469,광주광역시 북구 충효동,2917011800
1470,광주광역시 북구 덕의동,2917011900
1471,광주광역시 북구 금곡동,2917012000
1472,광주광역시 북구 망월동,2917012100
1473,광주광역시 북구 청풍동,2917012200
1474,광주광역시 북구 화암동,2917012300
1475,광주광역시 북구 장등동,2917012400
1476,광주광역시 북구 운정동,2917012500
1477,광주광역시 북구 본촌동,2917012600
1478,광주광역시 북구 일곡동,2917012700
1479,광주광역시 북구 양산동,2917012800
1480,광주광역시 북구 연제동,2917012900
1481,광주광역시 북구 신용동,2917013000
1482,광주광역시 북구 용두동,2917013100
1483,광주광역시 북구 지야동,2917013200
1484,광주광역시 북구 태령동,2917013300
1485,광주광역시 북구 수곡동,2917013400
1486,광주광역시 북구 효령동,2917013500
1487,광주광역시 북구 용전동,2917013600
1488,광주광역시 북구 용강동,2917013700
1489,광주광역시 북구 생용동,2917013800
1490,광주광역시 북구 월출동,2917013900
1491,광주광역시 북구 대촌동,2917014000
1492,광주광역시 북구 오룡동,2917014100
1493,광주광역시 광산구,2920000000
1494,광주광역시 광산구 송정동,2920010100
1495,광주광역시 광산구 도산동,2920010200
1496,광주광역시 광산구 도호동,2920010300
1497,광주광역시 광산구 신촌동,2920010400
1498,광주광역시 광산구 서봉동,2920010500
1499,광주광역시 광산구 운수동,2920010600
1500,광주광역시 광산구 선암동,2920010700
1501,광주광역시 광산구 소촌동,2920010800
1502,광주광역시 광산구 우산동,2920010900
1503,광주광역시 광산구 황룡동,2920011000
1504,광주광역시 광산구 박호동,2920011100
1505,광주광역시 광산구 비아동,2920011200
1506,광주광역시 광산구 도천동,2920011300
1507,광주광역시 광산구 수완동,2920011400
1508,광주광역시 광산구 월계동,2920011500
1509,광주광역시 광산구 쌍암동,2920011600
1510,광주광역시 광산구 산월동,2920011700
1511,광주광역시 광산구 신창동,2920011800
1512,광주광역시 광산구 신가동,2920011900
1513,광주광역시 광산구 운남동,2920012000
1514,광주광역시 광산구 안청동,2920012100
1515,광주광역시 광산구 진곡동,2920012200
1516,광주광역시 광산구 장덕동,2920012300
1517,광주광역시 광산구 흑석동,2920012400
1518,광주광역시 광산구 하남동,2920012500
1519,광주광역시 광산구 장수동,2920012600
1520,광주광역시 광산구 산정동,2920012700
1521,광주광역시 광산구 월곡동,2920012800
1522,광주광역시 광산구 등임동,2920012900
1523,광주광역시 광산구 산막동,2920013000
1524,광주광역시 광산구 고룡동,2920013100
1525,광주광역시 광산구 신룡동,2920013200
1526,광주광역시 광산구 두정동,2920013300
1527,광주광역시 광산구 임곡동,2920013400
1528,광주광역시 광산구 광산동,2920013500
1529,광주광역시 광산구 오산동,2920013600
1530,광주광역시 광산구 사호동,2920013700
1531,광주광역시 광산구 하산동,2920013800
1532,광주광역시 광산구 유계동,2920013900
1533,광주광역시 광산구 본덕동,2920014000
1534,광주광역시 광산구 용봉동,2920014100
1535,광주광역시 광산구 요기동,2920014200
1536,광주광역시 광산구 복룡동,2920014300
1537,광주광역시 광산구 송대동,2920014400
1538,광주광역시 광산구 옥동,2920014500
1539,광주광역시 광산구 월전동,2920014600
1540,광주광역시 광산구 장록동,2920014700
1541,광주광역시 광산구 송촌동,2920014800
1542,광주광역시 광산구 지죽동,2920014900
1543,광주광역시 광산구 용동,2920015000
1544,광주광역시 광산구 용곡동,2920015100
1545,광주광역시 광산구 지정동,2920015200
1546,광주광역시 광산구 명화동,2920015300
1547,광주광역시 광산구 동산동,2920015400
1548,광주광역시 광산구 연산동,2920015500
1549,광주광역시 광산구 도덕동,2920015600
1550,광주광역시 광산구 송산동,2920015700
1551,광주광역시 광산구 지평동,2920015800
1552,광주광역시 광산구 오운동,2920015900
1553,광주광역시 광산구 삼거동,2920016000
1554,광주광역시 광산구 양동,2920016100
1555,광주광역시 광산구 내산동,2920016200
1556,광주광역시 광산구 대산동,2920016300
1557,광주광역시 광산구 송학동,2920016400
1558,광주광역시 광산구 신동,2920016500
1559,광주광역시 광산구 삼도동,2920016600
1560,광주광역시 광산구 남산동,2920016700
1561,광주광역시 광산구 송치동,2920016800
1562,광주광역시 광산구 산수동,2920016900
1563,광주광역시 광산구 선동,2920017000
1564,광주광역시 광산구 지산동,2920017100
1565,광주광역시 광산구 왕동,2920017200
1566,광주광역시 광산구 북산동,2920017300
1567,광주광역시 광산구 명도동,2920017400
1568,광주광역시 광산구 동호동,2920017500
1569,광주광역시 광산구 덕림동,2920017600
1570,광주광역시 광산구 양산동,2920017700
1571,광주광역시 광산구 동림동,2920017800
1572,광주광역시 광산구 오선동,2920020200
1573,대전광역시,3000000000
1574,대전광역시 동구,3011000000
1575,대전광역시 동구 원동,3011010100
1576,대전광역시 동구 인동,3011010200
1577,대전광역시 동구 효동,3011010300
1578,대전광역시 동구 천동,3011010400
1579,대전광역시 동구 가오동,3011010500
1580,대전광역시 동구 신흥동,3011010600
1581,대전광역시 동구 판암동,3011010700
1582,대전광역시 동구 삼정동,3011010800
1583,대전광역시 동구 용운동,3011010900
1584,대전광역시 동구 대동,3011011000
1585,대전광역시 동구 자양동,3011011100
1586,대전광역시 동구 신안동,3011011200
1587,대전광역시 동구 소제동,3011011300
1588,대전광역시 동구 가양동,3011011400
1589,대전광역시 동구 용전동,3011011500
1590,대전광역시 동구 성남동,3011011600
1591,대전광역시 동구 홍도동,3011011700
1592,대전광역시 동구 삼성동,3011011800
1593,대전광역시 동구 정동,3011011900
1594,대전광역시 동구 중동,3011012000
1595,대전광역시 동구 추동,3011012100
1596,대전광역시 동구 비룡동,3011012200
1597,대전광역시 동구 주산동,3011012300
1598,대전광역시 동구 용계동,3011012400
1599,대전광역시 동구 마산동,3011012500
1600,대전광역시 동구 효평동,3011012600
1601,대전광역시 동구 직동,3011012700
1602,대전광역시 동구 세천동,3011012800
1603,대전광역시 동구 신상동,3011012900
1604,대전광역시 동구 신하동,3011013000
1605,대전광역시 동구 신촌동,3011013100
1606,대전광역시 동구 사성동,3011013200
1607,대전광역시 동구 내탑동,3011013300
1608,대전광역시 동구 오동,3011013400
1609,대전광역시 동구 주촌동,3011013500
1610,대전광역시 동구 낭월동,3011013600
1611,대전광역시 동구 대별동,3011013700
1612,대전광역시 동구 이사동,3011013800
1613,대전광역시 동구 대성동,3011013900
1614,대전광역시 동구 장척동,3011014000
1615,대전광역시 동구 소호동,3011014100
1616,대전광역시 동구 구도동,3011014200
1617,대전광역시 동구 삼괴동,3011014300
1618,대전광역시 동구 상소동,3011014400
1619,대전광역시 동구 하소동,3011014500
1620,대전광역시 중구,3014000000
1621,대전광역시 중구 은행동,3014010100
1622,대전광역시 중구 선화동,3014010200
1623,대전광역시 중구 목동,3014010300
1624,대전광역시 중구 중촌동,3014010400
1625,대전광역시 중구 대흥동,3014010500
1626,대전광역시 중구 문창동,3014010600
1627,대전광역시 중구 석교동,3014010700
1628,대전광역시 중구 호동,3014010800
1629,대전광역시 중구 옥계동,3014010900
1630,대전광역시 중구 대사동,3014011000
1631,대전광역시 중구 부사동,3014011100
1632,대전광역시 중구 용두동,3014011200
1633,대전광역시 중구 오류동,3014011300
1634,대전광역시 중구 태평동,3014011400
1635,대전광역시 중구 유천동,3014011500
1636,대전광역시 중구 문화동,3014011600
1637,대전광역시 중구 산성동,3014011700
1638,대전광역시 중구 사정동,3014011800
1639,대전광역시 중구 안영동,3014011900
1640,대전광역시 중구 무수동,3014012000
1641,대전광역시 중구 구완동,3014012100
1642,대전광역시 중구 침산동,3014012200
1643,대전광역시 중구 목달동,3014012300
1644,대전광역시 중구 정생동,3014012400
1645,대전광역시 중구 어남동,3014012500
1646,대전광역시 중구 금동,3014012600
1647,대전광역시 서구,3017000000
1648,대전광역시 서구 복수동,3017010100
1649,대전광역시 서구 변동,3017010200
1650,대전광역시 서구 도마동,3017010300
1651,대전광역시 서구 정림동,3017010400
1652,대전광역시 서구 용문동,3017010500
1653,대전광역시 서구 탄방동,3017010600
1654,대전광역시 서구 괴정동,3017010800
1655,대전광역시 서구 가장동,3017010900
1656,대전광역시 서구 내동,3017011000
1657,대전광역시 서구 갈마동,3017011100
1658,대전광역시 서구 둔산동,3017011200
1659,대전광역시 서구 월평동,3017011300
1660,대전광역시 서구 가수원동,3017011400
1661,대전광역시 서구 도안동,3017011500
1662,대전광역시 서구 관저동,3017011600
1663,대전광역시 서구 흑석동,3017011700
1664,대전광역시 서구 매노동,3017011800
1665,대전광역시 서구 산직동,3017011900
1666,대전광역시 서구 장안동,3017012000
1667,대전광역시 서구 평촌동,3017012100
1668,대전광역시 서구 오동,3017012200
1669,대전광역시 서구 우명동,3017012300
1670,대전광역시 서구 원정동,3017012400
1671,대전광역시 서구 용촌동,3017012500
1672,대전광역시 서구 봉곡동,3017012600
1673,대전광역시 서구 괴곡동,3017012700
1674,대전광역시 서구 만년동,3017012800
1675,대전광역시 유성구,3020000000
1676,대전광역시 유성구 원내동,3020010100
1677,대전광역시 유성구 교촌동,3020010200
1678,대전광역시 유성구 대정동,3020010300
1679,대전광역시 유성구 용계동,3020010400
1680,대전광역시 유성구 학하동,3020010500
1681,대전광역시 유성구 계산동,3020010600
1682,대전광역시 유성구 성북동,3020010700
1683,대전광역시 유성구 세동,3020010800
1684,대전광역시 유성구 송정동,3020010900
1685,대전광역시 유성구 방동,3020011000
1686,대전광역시 유성구 봉명동,3020011100
1687,대전광역시 유성구 구암동,3020011200
1688,대전광역시 유성구 덕명동,3020011300
1689,대전광역시 유성구 원신흥동,3020011400
1690,대전광역시 유성구 상대동,3020011500
1691,대전광역시 유성구 복용동,3020011600
1692,대전광역시 유성구 장대동,3020011700
1693,대전광역시 유성구 갑동,3020011800
1694,대전광역시 유성구 노은동,3020011900
1695,대전광역시 유성구 지족동,3020012000
1696,대전광역시 유성구 죽동,3020012100
1697,대전광역시 유성구 궁동,3020012200
1698,대전광역시 유성구 어은동,3020012300
1699,대전광역시 유성구 구성동,3020012400
1700,대전광역시 유성구 신성동,3020012500
1701,대전광역시 유성구 가정동,3020012600
1702,대전광역시 유성구 도룡동,3020012700
1703,대전광역시 유성구 장동,3020012800
1704,대전광역시 유성구 방현동,3020012900
1705,대전광역시 유성구 화암동,3020013000
1706,대전광역시 유성구 덕진동,3020013100
1707,대전광역시 유성구 하기동,3020013200
1708,대전광역시 유성구 추목동,3020013300
1709,대전광역시 유성구 자운동,3020013400
1710,대전광역시 유성구 신봉동,3020013500
1711,대전광역시 유성구 수남동,3020013600
1712,대전광역시 유성구 안산동,3020013700
1713,대전광역시 유성구 외삼동,3020013800
1714,대전광역시 유성구 반석동,3020013900
1715,대전광역시 유성구 문지동,3020014000
1716,대전광역시 유성구 전민동,3020014100
1717,대전광역시 유성구 원촌동,3020014200
1718,대전광역시 유성구 탑립동,3020014300
1719,대전광역시 유성구 용산동,3020014400
1720,대전광역시 유성구 봉산동,3020014500
1721,대전광역시 유성구 관평동,3020014600
1722,대전광역시 유성구 송강동,3020014700
1723,대전광역시 유성구 금고동,3020014800
1724,대전광역시 유성구 대동,3020014900
1725,대전광역시 유성구 금탄동,3020015000
1726,대전광역시 유성구 신동,3020015100
1727,대전광역시 유성구 둔곡동,3020015200
1728,대전광역시 유성구 구룡동,3020015300
1729,대전광역시 대덕구,3023000000
1730,대전광역시 대덕구 오정동,3023010100
1731,대전광역시 대덕구 대화동,3023010200
1732,대전광역시 대덕구 읍내동,3023010300
1733,대전광역시 대덕구 연축동,3023010400
1734,대전광역시 대덕구 신대동,3023010500
1735,대전광역시 대덕구 와동,3023010600
1736,대전광역시 대덕구 송촌동,3023010700
1737,대전광역시 대덕구 법동,3023010800
1738,대전광역시 대덕구 중리동,3023010900
1739,대전광역시 대덕구 비래동,3023011000
1740,대전광역시 대덕구 석봉동,3023011100
1741,대전광역시 대덕구 목상동,3023011200
1742,대전광역시 대덕구 문평동,3023011300
1743,대전광역시 대덕구 신일동,3023011400
1744,대전광역시 대덕구 덕암동,3023011500
1745,대전광역시 대덕구 상서동,3023011600
1746,대전광역시 대덕구 평촌동,3023011700
1747,대전광역시 대덕구 장동,3023011800
1748,대전광역시 대덕구 용호동,3023011900
1749,대전광역시 대덕구 이현동,3023012000
1750,대전광역시 대덕구 갈전동,3023012100
1751,대전광역시 대덕구 부수동,3023012200
1752,대전광역시 대덕구 황호동,3023012300
1753,대전광역시 대덕구 삼정동,3023012400
1754,대전광역시 대덕구 미호동,3023012500
1755,대전광역시 대덕구 신탄진동,3023012600
1756,울산광역시,3100000000
1757,울산광역시 중구,3111000000
1758,울산광역시 중구 학성동,3111010100
1759,울산광역시 중구 학산동,3111010200
1760,울산광역시 중구 복산동,3111010300
1761,울산광역시 중구 북정동,3111010400
1762,울산광역시 중구 옥교동,3111010500
1763,울산광역시 중구 성남동,3111010600
1764,울산광역시 중구 교동,3111010700
1765,울산광역시 중구 우정동,3111010800
1766,울산광역시 중구 성안동,3111010900
1767,울산광역시 중구 유곡동,3111011000
1768,울산광역시 중구 태화동,3111011100
1769,울산광역시 중구 다운동,3111011200
1770,울산광역시 중구 동동,3111011300
1771,울산광역시 중구 서동,3111011400
1772,울산광역시 중구 남외동,3111011500
1773,울산광역시 중구 장현동,3111011600
1774,울산광역시 중구 약사동,3111011700
1775,울산광역시 중구 반구동,3111011800
1776,울산광역시 남구,3114000000
1777,울산광역시 남구 무거동,3114010100
1778,울산광역시 남구 옥동,3114010200
1779,울산광역시 남구 두왕동,3114010300
1780,울산광역시 남구 신정동,3114010400
1781,울산광역시 남구 달동,3114010500
1782,울산광역시 남구 삼산동,3114010600
1783,울산광역시 남구 여천동,3114010700
1784,울산광역시 남구 야음동,3114010800
1785,울산광역시 남구 선암동,3114010900
1786,울산광역시 남구 상개동,3114011000
1787,울산광역시 남구 부곡동,3114011100
1788,울산광역시 남구 고사동,3114011200
1789,울산광역시 남구 성암동,3114011300
1790,울산광역시 남구 황성동,3114011400
1791,울산광역시 남구 용연동,3114011500
1792,울산광역시 남구 남화동,3114011600
1793,울산광역시 남구 용잠동,3114011700
1794,울산광역시 남구 장생포동,3114011800
1795,울산광역시 남구 매암동,3114011900
1796,울산광역시 동구,3117000000
1797,울산광역시 동구 방어동,3117010100
1798,울산광역시 동구 화정동,3117010200
1799,울산광역시 동구 일산동,3117010300
1800,울산광역시 동구 전하동,3117010400
1801,울산광역시 동구 미포동,3117010500
1802,울산광역시 동구 주전동,3117010600
1803,울산광역시 동구 동부동,3117010700
1804,울산광역시 동구 서부동,3117010800
1805,울산광역시 북구,3120000000
1806,울산광역시 북구 창평동,3120010100
1807,울산광역시 북구 호계동,3120010200
1808,울산광역시 북구 매곡동,3120010300
1809,울산광역시 북구 가대동,3120010400
1810,울산광역시 북구 신천동,3120010500
1811,울산광역시 북구 중산동,3120010600
1812,울산광역시 북구 상안동,3120010700
1813,울산광역시 북구 천곡동,3120010800
1814,울산광역시 북구 달천동,3120010900
1815,울산광역시 북구 시례동,3120011000
1816,울산광역시 북구 무룡동,3120011100
1817,울산광역시 북구 구유동,3120011200
1818,울산광역시 북구 정자동,3120011300
1819,울산광역시 북구 신명동,3120011400
1820,울산광역시 북구 대안동,3120011500
1821,울산광역시 북구 당사동,3120011600
1822,울산광역시 북구 신현동,3120011700
1823,울산광역시 북구 산하동,3120011800
1824,울산광역시 북구 어물동,3120011900
1825,울산광역시 북구 명촌동,3120012000
1826,울산광역시 북구 진장동,3120012100
1827,울산광역시 북구 연암동,3120012200
1828,울산광역시 북구 효문동,3120012300
1829,울산광역시 북구 양정동,3120012400
1830,울산광역시 북구 화봉동,3120012500
1831,울산광역시 북구 송정동,3120012600
1832,울산광역시 북구 염포동,3120012700
1833,울산광역시 울주군,3171000000
1834,울산광역시 울주군 온산읍,3171025000
1835,울산광역시 울주군 온산읍 화산리,3171025021
1836,울산광역시 울주군 온산읍 삼평리,3171025022
1837,울산광역시 울주군 온산읍 강양리,3171025023
1838,울산광역시 울주군 온산읍 우봉리,3171025024
1839,울산광역시 울주군 온산읍 당월리,3171025025
1840,울산광역시 울주군 온산읍 처용리,3171025026
1841,울산광역시 울주군 온산읍 산암리,3171025027
1842,울산광역시 울주군 온산읍 대정리,3171025028
1843,울산광역시 울주군 온산읍 방도리,3171025029
1844,울산광역시 울주군 온산읍 이진리,3171025030
1845,울산광역시 울주군 온산읍 원산리,3171025031
1846,울산광역시 울주군 온산읍 덕신리,3171025032
1847,울산광역시 울주군 온산읍 학남리,3171025033
1848,울산광역시 울주군 언양읍,3171025300
1849,울산광역시 울주군 언양읍 반송리,3171025321
1850,울산광역시 울주군 언양읍 반천리,3171025322
1851,울산광역시 울주군 언양읍 반곡리,3171025323
1852,울산광역시 울주군 언양읍 어음리,3171025324
1853,울산광역시 울주군 언양읍 송대리,3171025325
1854,울산광역시 울주군 언양읍 평리,3171025326
1855,울산광역시 울주군 언양읍 다개리,3171025327
1856,울산광역시 울주군 언양읍 대곡리,3171025328
1857,울산광역시 울주군 언양읍 직동리,3171025329
1858,울산광역시 울주군 언양읍 동부리,3171025330
1859,울산광역시 울주군 언양읍 서부리,3171025331
1860,울산광역시 울주군 언양읍 남부리,3171025332
1861,울산광역시 울주군 언양읍 반연리,3171025333
1862,울산광역시 울주군 언양읍 태기리,3171025334
1863,울산광역시 울주군 언양읍 구수리,3171025335
1864,울산광역시 울주군 온양읍,3171025600
1865,울산광역시 울주군 온양읍 발리,3171025621
1866,울산광역시 울주군 온양읍 대안리,3171025622
1867,울산광역시 울주군 온양읍 망양리,3171025623
1868,울산광역시 울주군 온양읍 남창리,3171025624
1869,울산광역시 울주군 온양읍 동상리,3171025625
1870,울산광역시 울주군 온양읍 삼광리,3171025626
1871,울산광역시 울주군 온양읍 내광리,3171025627
1872,울산광역시 울주군 온양읍 외광리,3171025628
1873,울산광역시 울주군 온양읍 운화리,3171025629
1874,울산광역시 울주군 온양읍 고산리,3171025630
1875,울산광역시 울주군 범서읍,3171025900
1876,울산광역시 울주군 범서읍 사연리,3171025921
1877,울산광역시 울주군 범서읍 천상리,3171025922
1878,울산광역시 울주군 범서읍 입암리,3171025923
