trade_data_id,area,build-year,day,floor,main-num,name,price,road-name,si-gun-gu,sub-num,trade-type,year-and-month
206054,39.08,1997,30,10,202,송정한신,17700,경강로2539번길 8,강원도 강릉시 견소동,0,중개거래,202209
206055,84.99,2005,2,8,289,송정해변신도브래뉴아파트,37500,경강로2539번길 22,강원도 강릉시 견소동,0,중개거래,202209
206056,59.99,2005,25,11,289,송정해변신도브래뉴아파트,31500,경강로2539번길 22,강원도 강릉시 견소동,0,중개거래,202209
206057,84.9866,2009,16,1,1982,강릉교동롯데캐슬1단지,28000,화부산로99번길 12,강원도 강릉시 교동,0,직거래,202209
206058,59.89,1999,29,14,1750,교동1주공,30000,가작로 78,강원도 강릉시 교동,0,중개거래,202209
206059,59.987,2003,2,13,1775,부영6,26000,정원로 53-9,강원도 강릉시 교동,0,중개거래,202209
206060,122.74,1999,26,15,1759,현대하이빌,55000,원대로128번길 14,강원도 강릉시 교동,0,직거래,202209
206061,164.754,1992,24,8,183,삼익그린맨션,28500,홍제로 7-17,강원도 강릉시 남문동,2,중개거래,202209
206062,39.3,1989,5,3,623,내곡주공,9500,관대길16번길 6,강원도 강릉시 내곡동,0,중개거래,202209
206063,59.97,1997,22,16,476,내곡한라,19000,강변로 114,강원도 강릉시 내곡동,0,중개거래,202209
206064,84.95,1997,26,13,476,내곡한라,29200,강변로 114,강원도 강릉시 내곡동,0,중개거래,202209
206065,49.967,2022,20,19,758,벽산블루밍더베스트아파트,18400,범일로579번길 29-6,강원도 강릉시 내곡동,0,직거래,202209
206066,49.967,2022,27,6,758,벽산블루밍더베스트아파트,22500,범일로579번길 29-6,강원도 강릉시 내곡동,0,중개거래,202209
206067,32.04,1996,29,8,618,고합,6900,남부로125번길 23,강원도 강릉시 노암동,1,중개거래,202209
206068,49.22,1984,15,5,835,노암2주공,10000,노가니남길 25,강원도 강릉시 노암동,0,중개거래,202209
206069,59.3,1984,20,5,835,노암2주공,14000,노가니남길 25,강원도 강릉시 노암동,0,중개거래,202209
206070,59.3,1984,20,5,835,노암2주공,14000,노가니남길 25,강원도 강릉시 노암동,0,중개거래,202209
206071,39.762,2000,29,10,605,노암3한라,13000,남부로125번길 7,강원도 강릉시 노암동,0,중개거래,202209
206072,59.976,1994,17,7,390,노암한라,14500,노암길42번길 28,강원도 강릉시 노암동,0,중개거래,202209
206073,48.32,1989,17,1,627,대림임대,9300,임영로25번길 13,강원도 강릉시 노암동,2,중개거래,202209
206074,40.69,1988,17,3,397,서일,6200,노암길42번길 20,강원도 강릉시 노암동,0,중개거래,202209
206075,84.9955,2019,21,12,1063,강릉송정한신더휴,49500,경강로 2448,강원도 강릉시 송정동,0,중개거래,202209
