No,address,단지코드,법정동코드,건물명
1,강원도 강릉시 견소동 ,A21015002,4215011500,송정해변신도브래뉴
2,강원도 강릉시 견소동 ,A21015001,4215011500,한신휴플러스아파트
3,강원도 강릉시 교동 ,A21000303,4215011000,강릉교동롯데캐슬1단지
4,강원도 강릉시 교동 ,A21000302,4215011000,강릉롯데캐슬2단지아파트
5,강원도 강릉시 교동 ,A21010002,4215011000,교동1주공아파트
6,강원도 강릉시 교동 ,A21000301,4215011000,교동2주공아파트
7,강원도 강릉시 교동 ,A21092406,4215011000,교동2차현대아파트
8,강원도 강릉시 교동 ,A21010001,4215011000,교동e-편한세상
9,강원도 강릉시 교동 ,A21010004,4215011000,교동대림
10,강원도 강릉시 교동 ,A21010108,4215011000,교동주공3단지아파트
11,강원도 강릉시 교동 ,A21092001,4215011000,교동한신아파트
12,강원도 강릉시 교동 ,A21092403,4215011000,교동현대하이빌
13,강원도 강릉시 교동 ,A21010107,4215011000,부영1차아파트
14,강원도 강릉시 교동 ,A21010109,4215011000,부영2차아파트
15,강원도 강릉시 교동 ,A21010105,4215011000,부영3차아파트
16,강원도 강릉시 교동 ,A21010102,4215011000,부영5차아파트
17,강원도 강릉시 교동 ,A21092404,4215011000,부영6차아파트
18,강원도 강릉시 교동 ,A10026838,4215011000,풍림아이원 아파트
19,강원도 강릉시 남문동 ,A21002001,4215010200,남문삼익아파트
20,강원도 강릉시 내곡동 ,A21092502,4215011600,남산삼익
21,강원도 강릉시 내곡동 ,A21092703,4215011600,내곡주공
22,강원도 강릉시 내곡동 ,A21092705,4215011600,내곡한라
23,강원도 강릉시 내곡동 ,A21092704,4215011600,내곡현대
24,강원도 강릉시 내곡동 ,A21092501,4215011600,삼익타워맨션
25,강원도 강릉시 노암동 ,A21093203,4215012100,남산현대아파트
26,강원도 강릉시 노암동 ,A21093206,4215012100,노암3차한라아파트
27,강원도 강릉시 노암동 ,A21093104,4215012100,노암한라1차아파트
28,강원도 강릉시 노암동 ,A21093001,4215012100,노암현대아파트
29,강원도 강릉시 노암동 ,A21093205,4215012100,신화아파트
30,강원도 강릉시 노암동 ,A21070808,4215012100,양우내안애아파트
31,강원도 강릉시 송정동 ,A10025105,4215011400,강릉아이파크
32,강원도 강릉시 송정동 ,A21014002,4215011400,삼우은성아파트
33,강원도 강릉시 송정동 ,A10025591,4215011400,송정한신더휴아파트
34,강원도 강릉시 송정동 ,A21014001,4215011400,신도브래뉴로얄카운티아파트
35,강원도 강릉시 송정동 ,A10024767,4215011400,신원아침도시아파트
36,강원도 강릉시 연곡면 영진리,A10025128,4215037022,강릉영진코아루비치테라스
37,강원도 강릉시 연곡면 영진리,A21086102,4215037022,삼우그린
38,강원도 강릉시 연곡면 영진리,A21086101,4215037022,연곡1단지부영아파트
39,강원도 강릉시 연곡면 영진리,A21086103,4215037022,연곡2단지부영아파트
40,강원도 강릉시 연곡면 영진리,A21086104,4215037022,연곡3단지부영
41,강원도 강릉시 유천동 ,A10024127,4215013100,강릉유천 유승한내들더퍼스트
42,강원도 강릉시 유천동 ,A10024808,4215013100,더테라스아리스타
43,강원도 강릉시 유천동 ,A10025893,4215013100,엘에이치(LH)선수촌8단지
44,강원도 강릉시 입암동 ,A21025008,4215012500,강릉 금호어울림
45,강원도 강릉시 입암동 ,A21074103,4215012500,강릉 더샵
46,강원도 강릉시 입암동 ,A21074102,4215012500,강릉입암3주공아파트
47,강원도 강릉시 입암동 ,A10025303,4215012500,강변코아루오투리움
48,강원도 강릉시 입암동 ,A21093506,4215012500,대우이안아파트
49,강원도 강릉시 입암동 ,A21093701,4215012500,대인3차아파트
50,강원도 강릉시 입암동 ,A21074101,4215012500,에버그린아파트
51,강원도 강릉시 입암동 ,A21093804,4215012500,입암1주공아파트
52,강원도 강릉시 입암동 ,A21025002,4215012500,입암2주공아파트
53,강원도 강릉시 입암동 ,A21093605,4215012500,입암 4~5단지 아파트
54,강원도 강릉시 입암동 ,A21093809,4215012500,입암6주공아파트
55,강원도 강릉시 입암동 ,A21093507,4215012500,입암현대아파트
56,강원도 강릉시 입암동 ,A21025003,4215012500,태평양아파트
57,강원도 강릉시 저동 ,A21037001,4215013700,경포현대아파트
58,강원도 강릉시 주문진읍 교항리,A21080103,4215025022,교항2주공아파트
59,강원도 강릉시 주문진읍 교항리,A21080202,4215025022,극동아파트
60,강원도 강릉시 주문진읍 교항리,A21080001,4215025022,동방타워맨션
61,강원도 강릉시 주문진읍 교항리,A21080304,4215025022,우신그린피아
62,강원도 강릉시 주문진읍 교항리,A10024474,4215025022,주문진서희스타힐스아파트
63,강원도 강릉시 주문진읍 주문리,A10026753,4215025021,라일플로리스4차아파트
64,강원도 강릉시 주문진읍 주문리,A10024155,4215025021,주문진 삼부르네상스
65,강원도 강릉시 주문진읍 주문리,A10025691,4215025021,주문진 풍림아이원하버뷰
66,강원도 강릉시 지변동 ,A21032001,4215013200,덕원아파트
67,강원도 강릉시 초당동 ,A21074501,4215011200,아트피아임대아파트
68,강원도 강릉시 초당동 ,A21012004,4215011200,우성아파트
69,강원도 강릉시 초당동 ,A21012001,4215011200,유화3차아파트
70,강원도 강릉시 초당동 ,A21012002,4215011200,초당동부아파트
71,강원도 강릉시 초당동 ,A10024955,4215011200,초당유화1차아파트
72,강원도 강릉시 초당동 ,A21012003,4215011200,초당현대아파트
73,강원도 강릉시 포남동 ,A21011003,4215011100,강릉포남LH1단지
74,강원도 강릉시 포남동 ,A21011201,4215011100,대인4차아파트
75,강원도 강릉시 포남동 ,A21011001,4215011100,삼우골든아파트
76,강원도 강릉시 포남동 ,A21073703,4215011100,송정주공아파트
77,강원도 강릉시 포남동 ,A21073702,4215011100,일송아파트
78,강원도 강릉시 포남동 ,A21073701,4215011100,청송아파트
79,강원도 강릉시 포남동 ,A21011002,4215011100,포남1주공아파트
80,강원도 강릉시 포남동 ,A21093902,4215011100,포남2주공아파트
81,강원도 강릉시 홍제동 ,A10025924,4215010100,강릉유천LH미디어촌7단지아파트
82,강원도 강릉시 홍제동 ,A21094802,4215010100,강릉홍제푸르지오
83,강원도 강릉시 홍제동 ,A10025849,4215010100,미디어촌 LH5단지아파트
84,강원도 강릉시 홍제동 ,A10025845,4215010100,엘에이치(LH)미디어촌 6단지 아파트
85,강원도 강릉시 홍제동 ,A21001001,4215010100,우산아파트
86,강원도 강릉시 홍제동 ,A10027592,4215010100,유천우미린아파트
87,강원도 강릉시 홍제동 ,A10027945,4215010100,홍제한신휴플러스
88,강원도 강릉시 홍제동 ,A21094903,4215010100,홍제힐스테이트
89,강원도 강릉시 회산동 ,A10027224,4215011700,강릉서희스타힐스리버파크아파트
90,강원도 강릉시 회산동 ,A10025574,4215011700,강릉회산 한신더휴 아파트
91,강원도 강릉시 회산동 ,A21017001,4215011700,강릉회산LH
92,강원도 강릉시 회산동 ,A10027327,4215011700,강릉회산LH천년나무2단지
93,강원도 강릉시 회산동 ,A10025902,4215011700,힐스테이트 강릉아파트
94,강원도 고성군 간성읍 상리,A21980101,4282025025,간성대명아파트
95,강원도 고성군 간성읍 신안리,A10024115,4282025022,간성 스위트 엠 센트럴 아파트
96,강원도 고성군 간성읍 신안리,A21980302,4282025022,고성삼익아파트
97,강원도 고성군 거진읍 송포리,A21990001,4282025333,성원오션상떼빌아파트
98,강원도 고성군 토성면 봉포리,A10024424,4282033035,고성봉포코아루 오션비치아파트
99,강원도 고성군 토성면 봉포리,A10024766,4282033035,봉포스위트엠오션파크
100,강원도 고성군 토성면 천진리,A10024309,4282033021,고성천진 한신더휴 오션 프레스티지
101,강원도 고성군 토성면 청간리,A21983301,4282033022,유진클래시움아파트
102,강원도 동해시 구미동 ,A24021001,4217011300,현진
103,강원도 동해시 동회동 ,A24018004,4217010700,동해대동아파트
104,강원도 동해시 동회동 ,A24018003,4217010700,동회동현대코아루아파트
105,강원도 동해시 동회동 ,A10025565,4217010700,북삼2차웰메이드타운
106,강원도 동해시 동회동 ,A10026210,4217010700,북삼하우스디아파트
107,강원도 동해시 묵호진동 ,A24005001,4217012300,묵호LH아파트
108,강원도 동해시 묵호진동 ,A24081601,4217012300,삼본아파트
109,강원도 동해시 발한동 ,A10025751,4217011100,동해 KD아람채아파트
110,강원도 동해시 발한동 ,A10027958,4217011100,동해발한석미모닝파크
111,강원도 동해시 발한동 ,A24080401,4217011100,발한삼성
112,강원도 동해시 발한동 ,A10025810,4217011100,현대썬앤빌 동해파크힐
113,강원도 동해시 부곡동 ,A24081501,4217011000,삼화미성
114,강원도 동해시 부곡동 ,A24081402,4217011000,썬샤인파크아파트
115,강원도 동해시 부곡동 ,A24003001,4217011000,유존아파트
116,강원도 동해시 부곡동 ,A24003003,4217011000,일정골든타워
117,강원도 동해시 북평동 ,A10024988,4217011200,e편한세상동해아파트
118,강원도 동해시 북평동 ,A10026612,4217011200,동해북평석미모닝파크
119,강원도 동해시 송정동 ,A24071601,4217010300,동해송정LH아파트
120,강원도 동해시 쇄운동 ,A24071802,4217010900,동해석미모닝파크
121,강원도 동해시 쇄운동 ,A24019001,4217010900,동해쇄운부영아파트
122,강원도 동해시 쇄운동 ,A24071801,4217010900,아름다운아침
123,강원도 동해시 이도동 ,A10025928,4217011800,동해 아이파크아파트
124,강원도 동해시 이도동 ,A10025030,4217011800,동해 이도 코아루 더 스카이
125,강원도 동해시 이도동 ,A24029001,4217011800,동해강변
126,강원도 동해시 이도동 ,A10023736,4217011800,동해석미아데나더퍼스트
127,강원도 동해시 이도동 ,A24029004,4217011800,이도1주공아파트
128,강원도 동해시 이도동 ,A24029003,4217011800,이도2주공
129,강원도 동해시 이도동 ,A24029002,4217011800,이도현대
130,강원도 동해시 천곡동 ,A10025141,4217010100,동해 ES아뜨리움아파트
131,강원도 동해시 천곡동 ,A24081002,4217010100,동해금호어울림
132,강원도 동해시 천곡동 ,A10024855,4217010100,동해천곡금호어울림라포레
133,강원도 동해시 천곡동 ,A24080905,4217010100,센트로빌아파트
134,강원도 동해시 천곡동 ,A10024865,4217010100,시영3차아파트
135,강원도 동해시 천곡동 ,A24081204,4217010100,쌍용아파트
136,강원도 동해시 천곡동 ,A10023962,4217010100,이안동해센트럴아파트
137,강원도 동해시 천곡동 ,A24081009,4217010100,천곡6LH아파트
138,강원도 동해시 천곡동 ,A24070202,4217010100,천곡LH5차아파트
139,강원도 동해시 천곡동 ,A24070201,4217010100,천곡동아아파트
140,강원도 동해시 천곡동 ,A24080701,4217010100,천곡롯데아파트
141,강원도 동해시 천곡동 ,A24081007,4217010100,천곡삼성아파트
142,강원도 동해시 천곡동 ,A24081006,4217010100,천곡주공1차아파트
143,강원도 동해시 천곡동 ,A24080812,4217010100,천곡주공4차아파트
144,강원도 동해시 천곡동 ,A10027258,4217010100,천곡한양수자인
145,강원도 동해시 천곡동 ,A24080810,4217010100,천곡현대아파트
146,강원도 동해시 천곡동 ,A24081103,4217010100,한양1차아파트
147,강원도 동해시 천곡동 ,A24081111,4217010100,한양2.3차아파트
148,강원도 동해시 평릉동 ,A24071101,4217010200,동해엘리시아아파트
149,강원도 동해시 평릉동 ,A24071104,4217010200,동해코아루디오션
150,강원도 동해시 평릉동 ,A24002001,4217010200,동해푸르지오아파트
151,강원도 동해시 평릉동 ,A24071103,4217010200,동해해안부영
152,강원도 동해시 평릉동 ,A24071102,4217010200,하나리움아파트
153,강원도 동해시 효가동 ,A24016002,4217010600,동아더프라임 1단지
154,강원도 동해시 효가동 ,A24016001,4217010600,동아더프라임2단지
155,강원도 동해시 효가동 ,A10024319,4217010600,아델리움 희담재
156,강원도 삼척시 갈천동 ,A10023907,4223010700,트루엘시그니처
157,강원도 삼척시 건지동 ,A24524001,4223011700,삼척건지주공아파트
158,강원도 삼척시 건지동 ,A10027938,4223011700,코아루플러스 아파트
159,강원도 삼척시 교동 ,A10026368,4223010600,e편한세상삼척교동아파트
160,강원도 삼척시 교동 ,A24593001,4223010600,강부2차아파트
161,강원도 삼척시 교동 ,A24593103,4223010600,동부아파트
162,강원도 삼척시 교동 ,A10026447,4223010600,삼척 지웰아파트
163,강원도 삼척시 교동 ,A24572503,4223010600,삼척코아루타워
164,강원도 삼척시 교동 ,A24593302,4223010600,신동아아파트
165,강원도 삼척시 교동 ,A24572502,4223010600,청솔2차아파트
166,강원도 삼척시 교동 ,A24572501,4223010600,코아루아파트
167,강원도 삼척시 남양동 ,A24593501,4223012000,강부맨션
168,강원도 삼척시 도계읍 도계리,A24590102,4223025030,삼척도계LH2단지
169,강원도 삼척시 도계읍 도계리,A10027431,4223025030,새롬아파트
170,강원도 삼척시 도계읍 흥전리,A24590101,4223025034,삼척도계주공아파트
171,강원도 삼척시 마달동 ,A10026205,4223011000,삼척마달세영리첼아파트
172,강원도 삼척시 사직동 ,A24571301,4223012100,원조아파트
173,강원도 삼척시 원당동 ,A24594303,4223011800,삼척원당주공아파트
174,강원도 삼척시 원당동 ,A24594401,4223011800,삼척한양아파트
175,강원도 삼척시 원당동 ,A24594302,4223011800,원당현대아파트
176,강원도 삼척시 정상동 ,A24594603,4223012500,강부3차아파트
177,강원도 삼척시 정상동 ,A24513001,4223012500,경림한아름아파트
178,강원도 삼척시 정상동 ,A24513004,4223012500,삼척현진에버빌아파트
179,강원도 삼척시 정상동 ,A24571903,4223012500,석미한아름아파트
180,강원도 삼척시 정상동 ,A24571901,4223012500,유성아파트
181,강원도 삼척시 정상동 ,A24594602,4223012500,정상주공아파트
182,강원도 삼척시 정상동 ,A24571902,4223012500,청솔1차아파트
183,강원도 속초시 교동 ,A21775517,4221010600,대명늘푸른아파트
184,강원도 속초시 교동 ,A21780515,4221010600,동부아파트
185,강원도 속초시 교동 ,A21780509,4221010600,럭키설악1
186,강원도 속초시 교동 ,A21780106,4221010600,럭키설악타운2차아파트
187,강원도 속초시 교동 ,A21780603,4221010600,로얄나하나1차아파트
188,강원도 속초시 교동 ,A21780601,4221010600,로얄나하나2차아파트
189,강원도 속초시 교동 ,A10024326,4221010600,미소지움더뷰아파트
190,강원도 속초시 교동 ,A21775519,4221010600,삼호아파트
191,강원도 속초시 교동 ,A21780614,4221010600,삼환아파트
192,강원도 속초시 교동 ,A21780104,4221010600,서울대명1차아파트
193,강원도 속초시 교동 ,A21775518,4221010600,석미모닝파크
194,강원도 속초시 교동 ,A21780010,4221010600,설악현대아파트
195,강원도 속초시 교동 ,A10025277,4221010600,속초교동블루핀아파트
196,강원도 속초시 교동 ,A21780102,4221010600,속초대명3차아파트
197,강원도 속초시 교동 ,A21706008,4221010600,속초명지미래힐아파트
198,강원도 속초시 교동 ,A21775522,4221010600,속초청초주공3차
199,강원도 속초시 교동 ,A21706011,4221010600,속초현대1차아파트
200,강원도 속초시 교동 ,A21780505,4221010600,속초현대2차아파트
201,강원도 속초시 교동 ,A21780507,4221010600,속초현대3차아파트
202,강원도 속초시 교동 ,A10026073,4221010600,시티프라디움아파트
203,강원도 속초시 교동 ,A21780413,4221010600,주공2차아파트 입주자 대표회의
204,강원도 속초시 교동 ,A21706016,4221010600,청초1주공
205,강원도 속초시 교동 ,A21780612,4221010600,청초대우
206,강원도 속초시 교동 ,A21775520,4221010600,하우스토리
207,강원도 속초시 교동 ,A21775521,4221010600,협성아파트
208,강원도 속초시 금호동 ,A21780802,4221010400,e-편한세상 아파트
209,강원도 속초시 금호동 ,A21780801,4221010400,금호대명
210,강원도 속초시 금호동 ,A10024840,4221010400,보람레이크더하임아파트
211,강원도 속초시 금호동 ,A21776101,4221010400,생모리츠
212,강원도 속초시 노학동 ,A10024920,4221010700,테르바움
213,강원도 속초시 동명동 ,A21781001,4221010200,속초대명타워영랑호아파트
214,강원도 속초시 동명동 ,A10026409,4221010200,이편한세상영랑호아파트
215,강원도 속초시 영랑동 ,A21701001,4221010100,양우비치타워맨션
216,강원도 속초시 조양동 ,A21775211,4221010800,대광로제비앙
217,강원도 속초시 조양동 ,A21775214,4221010800,동명
218,강원도 속초시 조양동 ,A21781205,4221010800,부영3단지아파트
219,강원도 속초시 조양동 ,A21775208,4221010800,부영6단지
220,강원도 속초시 조양동 ,A21775209,4221010800,부영9단지
221,강원도 속초시 조양동 ,A21781303,4221010800,삼성쉐르빌아파트
222,강원도 속초시 조양동 ,A21775206,4221010800,성호아파트
223,강원도 속초시 조양동 ,A10025696,4221010800,속초 kcc스위첸 아파트
224,강원도 속초시 조양동 ,A10027676,4221010800,속초 조양 양우내안애아파트
225,강원도 속초시 조양동 ,A10023782,4221010800,속초2차아이파크아파트
226,강원도 속초시 조양동 ,A10026545,4221010800,속초ES아뜨리움아파트
227,강원도 속초시 조양동 ,A21775213,4221010800,속초부영2단지
228,강원도 속초시 조양동 ,A21775212,4221010800,속초부영5단지
229,강원도 속초시 조양동 ,A10024073,4221010800,속초서희스타힐스 더베이 2차 주상복합 아파트
230,강원도 속초시 조양동 ,A10024997,4221010800,속초서희스타힐스더베이
231,강원도 속초시 조양동 ,A10024876,4221010800,속초자이아파트
232,강원도 속초시 조양동 ,A10024135,4221010800,속초조양 코아루 아리스타
233,강원도 속초시 조양동 ,A21775207,4221010800,속초조양2주공아파트
234,강원도 속초시 조양동 ,A10027624,4221010800,속초조양LH천년나무3단지아파트
235,강원도 속초시 조양동 ,A21775210,4221010800,속초청대주공
236,강원도 속초시 조양동 ,A10025348,4221010800,속초효성해링턴플레이스아파트
237,강원도 속초시 조양동 ,A10024352,4221010800,양우내안애오션스카이
238,강원도 속초시 조양동 ,A21781104,4221010800,조양1주공아파트
239,강원도 속초시 조양동 ,A10024907,4221010800,조양동휴먼빌아파트
240,강원도 속초시 조양동 ,A21781302,4221010800,조양산수빌
241,강원도 속초시 조양동 ,A21781101,4221010800,조양코아루아파트
242,강원도 속초시 중앙동 ,A10024112,4221010300,힐스테이트 속초 센트럴
243,강원도 속초시 청호동 ,A10026441,4221010900,속초청호아이파크
244,강원도 양구군 양구읍 상리,A25580503,4280025021,서희스타힐스
245,강원도 양구군 양구읍 상리,A25580501,4280025021,양구경림아파트
246,강원도 양구군 양구읍 상리,A10026214,4280025021,양구석미모닝파크2차
247,강원도 양구군 양구읍 정림리,A25580502,4280025032,양구석미모닝파크
248,강원도 양양군 강현면 강선리,A10025920,4283035024,강선LH아파트
249,강원도 양양군 강현면 강선리,A10025588,4283035024,양양우미린디오션
250,강원도 양양군 강현면 정암리,A21585201,4283035036,썬라이즈빌아파트
251,강원도 양양군 손양면 하왕도리,A21582102,4283032037,양양삼호아파트
252,강원도 양양군 양양읍 구교리,A21580301,4283025022,로얄타워아파트
253,강원도 양양군 양양읍 내곡리,A10024912,4283025036,양양 한양수자인
254,강원도 양양군 양양읍 내곡리,A10025817,4283025036,양양이편한세상아파트
255,강원도 양양군 양양읍 내곡리,A21580101,4283025036,양양하이팰리스
256,강원도 양양군 양양읍 서문리,A21580502,4283025035,양양서문
257,강원도 양양군 양양읍 서문리,A10027130,4283025035,양양코아루아파트
258,강원도 양양군 양양읍 연창리,A10026244,4283025025,양우내안애
259,강원도 양양군 양양읍 월리,A21580102,4283025028,명지푸르미아파트
260,강원도 양양군 양양읍 청곡리,A21580103,4283025026,유화
261,강원도 양양군 현남면 광진리,A21584101,4283034026,바다마을
262,강원도 양양군 현북면 중광정리,A21583301,4283033029,심미아파트
263,강원도 영월군 영월읍 덕포리,A23080201,4275025024,영월금용아파트
264,강원도 영월군 영월읍 덕포리,A10026100,4275025024,영월코아루웰라움아파트
265,강원도 영월군 영월읍 방절리,A23071101,4275025023,영월신아
266,강원도 영월군 영월읍 영흥리,A10024272,4275025021,영월 코아루 에듀타운
267,강원도 영월군 영월읍 하송리,A10024190,4275025022,극동스타클래스영월아파트
268,강원도 영월군 영월읍 하송리,A23071103,4275025022,레스트힐주상복합
269,강원도 영월군 영월읍 하송리,A23071102,4275025022,영월대선드림채
270,강원도 영월군 영월읍 하송리,A23080902,4275025022,영월하송1차주공아파트
271,강원도 영월군 영월읍 하송리,A23080003,4275025022,하송4주공아파트
272,강원도 영월군 영월읍 하송리,A23080805,4275025022,하송주공3차아파트
273,강원도 원주시 개운동 ,A22011002,4213010500,개운 서초아파트
274,강원도 원주시 개운동 ,A22093006,4213010500,개운1차한신휴플러스
275,강원도 원주시 개운동 ,A22072102,4213010500,개운2단지3단지LH아파트
276,강원도 원주시 개운동 ,A22093105,4213010500,개운현대아파트
277,강원도 원주시 개운동 ,A22072103,4213010500,개운휴먼시아1단지
278,강원도 원주시 개운동 ,A22093003,4213010500,원주힐스테이트
279,강원도 원주시 개운동 ,A22093104,4213010500,원흥3차아파트
280,강원도 원주시 관설동 ,A22093404,4213011600,청솔5차
281,강원도 원주시 관설동 ,A22093403,4213011600,청솔6차
282,강원도 원주시 관설동 ,A22077101,4213011600,청솔8차
283,강원도 원주시 관설동 ,A22093402,4213011600,코아루
284,강원도 원주시 관설동 ,A22093401,4213011600,현진에버빌4차
285,강원도 원주시 단계동 ,A22093807,4213011000,단계삼익아파트
286,강원도 원주시 단계동 ,A22093608,4213011000,단계은행
287,강원도 원주시 단계동 ,A22000315,4213011000,단계이안
288,강원도 원주시 단계동 ,A22093901,4213011000,단계장미
289,강원도 원주시 단계동 ,A22075117,4213011000,단계주공
290,강원도 원주시 단계동 ,A22093609,4213011000,단계현대아파트
291,강원도 원주시 단계동 ,A22093603,4213011000,단계현진
292,강원도 원주시 단계동 ,A22071401,4213011000,동보3차
293,강원도 원주시 단계동 ,A22093505,4213011000,동보렉스4차아파트
294,강원도 원주시 단계동 ,A22093804,4213011000,라이프
295,강원도 원주시 단계동 ,A22093806,4213011000,롯데아파트
296,강원도 원주시 단계동 ,A10025290,4213011000,메이플 밸리 사랑으로 부영
297,강원도 원주시 단계동 ,A10025741,4213011000,벨라시티2차아파트
298,강원도 원주시 단계동 ,A10024558,4213011000,벨라시티3차아파트
299,강원도 원주시 단계동 ,A10027317,4213011000,벨라시티아파트
300,강원도 원주시 단계동 ,A22093810,4213011000,벽산아파트
301,강원도 원주시 단계동 ,A22010014,4213011000,봉화산e-편한세상
302,강원도 원주시 단계동 ,A22010012,4213011000,봉화산LH
303,강원도 원주시 단계동 ,A22093811,4213011000,세경3차
304,강원도 원주시 단계동 ,A10026622,4213011000,원주 봉화산 푸르지오
305,강원도 원주시 단계동 ,A22093913,4213011000,코오롱
306,강원도 원주시 단구동 ,A22075422,4213010700,구곡1차현대
307,강원도 원주시 단구동 ,A22075325,4213010700,구곡대림
308,강원도 원주시 단구동 ,A22094408,4213010700,구곡두산아파트
309,강원도 원주시 단구동 ,A22094421,4213010700,구곡성일
310,강원도 원주시 단구동 ,A22075406,4213010700,구곡현대2차
311,강원도 원주시 단구동 ,A10026675,4213010700,단구동 한신더휴아파트
312,강원도 원주시 단구동 ,A22009013,4213010700,단구신성미소지움
313,강원도 원주시 단구동 ,A22094014,4213010700,대흥1차아파트
314,강원도 원주시 단구동 ,A22097627,4213010700,동보노빌리티타워골드
315,강원도 원주시 단구동 ,A22094305,4213010700,동보렉스5차아파트
316,강원도 원주시 단구동 ,A10025114,4213010700,동주아파트
317,강원도 원주시 단구동 ,A22097628,4213010700,세경5차
318,강원도 원주시 단구동 ,A22097629,4213010700,세경웰러스아파트
319,강원도 원주시 단구동 ,A10024803,4213010700,원주 단구 내안애 카운티 에듀파크1단지
320,강원도 원주시 단구동 ,A10024809,4213010700,원주단구 내안애카운티 에듀파크 2단지
321,강원도 원주시 단구동 ,A22094011,4213010700,원흥4차
322,강원도 원주시 단구동 ,A22094423,4213010700,유승
323,강원도 원주시 단구동 ,A22096526,4213010700,중앙하이츠
324,강원도 원주시 단구동 ,A22094407,4213010700,청솔1차
325,강원도 원주시 단구동 ,A22094424,4213010700,청솔2차
326,강원도 원주시 단구동 ,A22009012,4213010700,청솔3차
327,강원도 원주시 단구동 ,A22094420,4213010700,청솔4차
328,강원도 원주시 단구동 ,A22094118,4213010700,청솔7차
329,강원도 원주시 단구동 ,A22009016,4213010700,한신휴플러스2차아파트
330,강원도 원주시 단구동 ,A22094419,4213010700,한일아파트
331,강원도 원주시 단구동 ,A22094204,4213010700,해청
332,강원도 원주시 단구동 ,A22009015,4213010700,현진에버빌1
333,강원도 원주시 단구동 ,A22094410,4213010700,현진에버빌2차
334,강원도 원주시 단구동 ,A22009009,4213010700,현진에버빌5차6차
335,강원도 원주시 명륜동 ,A22094507,4213010600,대성현대아파트
336,강원도 원주시 명륜동 ,A10023756,4213010600,더샵원주센트럴파크3단지
337,강원도 원주시 명륜동 ,A22094503,4213010600,동성아파트
338,강원도 원주시 명륜동 ,A22077601,4213010600,동현맨션
339,강원도 원주시 명륜동 ,A22072712,4213010600,명륜단구1차
340,강원도 원주시 명륜동 ,A22094805,4213010600,명륜단구2차
341,강원도 원주시 명륜동 ,A22072713,4213010600,명륜동보노빌리티1차
342,강원도 원주시 명륜동 ,A22072715,4213010600,명륜동보노빌리티2차
343,강원도 원주시 명륜동 ,A22072714,4213010600,명륜동보렉스9차
344,강원도 원주시 명륜동 ,A22094709,4213010600,명륜성원아파트
345,강원도 원주시 명륜동 ,A22072711,4213010600,명륜영진3차
346,강원도 원주시 명륜동 ,A22004209,4213010600,명륜주공2단지
347,강원도 원주시 명륜동 ,A22075603,4213010600,명륜청구1단지
348,강원도 원주시 명륜동 ,A22004206,4213010600,명륜한솔솔파크
349,강원도 원주시 명륜동 ,A22004106,4213010600,명륜현대1차아파트
350,강원도 원주시 명륜동 ,A22094804,4213010600,명륜현대2차
351,강원도 원주시 명륜동 ,A22072716,4213010600,삼성아파트
352,강원도 원주시 명륜동 ,A22094505,4213010600,세경1차아파트
353,강원도 원주시 명륜동 ,A10023976,4213010600,원주더샵센트럴파크2단지
354,강원도 원주시 명륜동 ,A22075607,4213010600,청구2단지
355,강원도 원주시 명륜동 ,A22094502,4213010600,치악맨숀
356,강원도 원주시 명륜동 ,A22094808,4213010600,행운명륜3주공
357,강원도 원주시 명륜동 ,A22072710,4213010600,현진에버빌3차
358,강원도 원주시 무실동 ,A10024084,4213011500,더샵원주센트럴파크1단지아파트
359,강원도 원주시 무실동 ,A10023766,4213011500,더샵원주센트럴파크4단지아파트
360,강원도 원주시 무실동 ,A10028066,4213011500,무실 세영리첼2차아파트
361,강원도 원주시 무실동 ,A22073803,4213011500,무실6단지휴먼시아파트
362,강원도 원주시 무실동 ,A22073801,4213011500,무실7주공
363,강원도 원주시 무실동 ,A22073804,4213011500,무실8단지LH
364,강원도 원주시 무실동 ,A22015002,4213011500,무실뜨란채
365,강원도 원주시 무실동 ,A22073806,4213011500,무실세영리첼1차
366,강원도 원주시 무실동 ,A22015005,4213011500,무실요진보네르카운티
367,강원도 원주시 무실동 ,A22015003,4213011500,무실이편한세상
368,강원도 원주시 무실동 ,A22073802,4213011500,무실주공1단지
369,강원도 원주시 무실동 ,A22015006,4213011500,무실주공3단지
370,강원도 원주시 무실동 ,A22015004,4213011500,무실주공4단지
371,강원도 원주시 무실동 ,A22015001,4213011500,무실주공5단지
372,강원도 원주시 무실동 ,A22073805,4213011500,원주무실부영
373,강원도 원주시 무실동 ,A22073807,4213011500,원주무실우미린
374,강원도 원주시 문막읍 건등리,A22080107,4213025026,문막극동스타클래스
375,강원도 원주시 문막읍 건등리,A22080203,4213025026,문막덕원아파트
376,강원도 원주시 문막읍 건등리,A22080006,4213025026,문막신한아파트
377,강원도 원주시 문막읍 건등리,A22080109,4213025026,문막주공1단지
378,강원도 원주시 문막읍 건등리,A10026278,4213025026,서원주 코아루 아너스
379,강원도 원주시 문막읍 동화리,A22080004,4213025022,동보렉스6차
380,강원도 원주시 문막읍 동화리,A22080308,4213025022,문막만도사원
381,강원도 원주시 문막읍 동화리,A22080111,4213025022,문막부영아파트
382,강원도 원주시 문막읍 동화리,A22080002,4213025022,문막이화
383,강원도 원주시 문막읍 동화리,A22080110,4213025022,문막현진
